Date,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10
2003-10-31,,,,,,,,,,
2003-11-28,,,,,,,,,,
2003-12-31,,,,,,,,,,
2004-01-30,,,,,,,,,,
2004-02-27,,,,,,,,,,
2004-03-31,,,,,,,,,,
2004-04-30,,,,,,,,,,
2004-05-31,,,,,,,,,,
2004-06-30,,,,,,,,,,
2004-07-30,,,,,,,,,,
2004-08-31,,,,,,,,,,
2004-09-30,,,,,,,,,,
2004-10-29,,,,,,,,,,
2004-11-30,,,,,,,,,,
2004-12-31,,,,,,,,,,
2005-01-31,,,,,,,,,,
2005-02-28,,,,,,,,,,
2005-03-31,,,,,,,,,,
2005-04-29,,,,,,,,,,
2005-05-31,,,,,,,,,,
2005-06-30,,,,,,,,,,
2005-07-29,,,,,,,,,,
2005-08-31,,,,,,,,,,
2005-09-30,,,,,,,,,,
2005-10-31,,,,,,,,,,
2005-11-30,,,,,,,,,,
2005-12-30,,,,,,,,,,
2006-01-31,,,,,,,,,,
2006-02-28,,,,,,,,,,
2006-03-31,,,,,,,,,,
2006-04-28,,,,,,,,,,
2006-05-31,,,,,,,,,,
2006-06-30,,,,,,,,,,
2006-07-31,,,,,,,,,,
2006-08-31,,,,,,,,,,
2006-09-29,,,,,,,,,,
2006-10-31,,,,,,,,,,
2006-11-30,,,,,,,,,,
2006-12-29,,,,,,,,,,
2007-01-31,,,,,,,,,,
2007-02-28,,,,,,,,,,
2007-03-30,,,,,,,,,,
2007-04-30,,,,,,,,,,
2007-05-31,,,,,,,,,,
2007-06-29,,,,,,,,,,
2007-07-31,,,,,,,,,,
2007-08-31,,,,,,,,,,
2007-09-28,,,,,,,,,,
2007-10-31,,,,,,,,,,
2007-11-30,,,,,,,,,,
2007-12-31,,,,,,,,,,
2008-01-31,,,,,,,,,,
2008-02-29,,,,,,,,,,
2008-03-31,,,,,,,,,,
2008-04-30,,,,,,,,,,
2008-05-30,,,,,,,,,,
2008-06-30,,,,,,,,,,
2008-07-31,,,,,,,,,,
2008-08-29,,,,,,,,,,
2008-09-30,,,,,,,,,,
2008-10-31,,,,,,,,,,
2008-11-28,,,,,,,,,,
2008-12-31,,,,,,,,,,
2009-01-30,,,,,,,,,,
2009-02-27,,,,,,,,,,
2009-03-31,,,,,,,,,,
2009-04-30,,,,,,,,,,
2009-05-29,,,,,,,,,,
2009-06-30,,,,,,,,,,
2009-07-31,,,,,,,,,,
2009-08-31,,,,,,,,,,
2009-09-30,,,,,,,,,,
2009-10-30,,,,,,,,,,
2009-11-30,,,,,,,,,,
2009-12-31,,,,,,,,,,
2010-01-29,,,,,,,,,,
2010-02-26,,,,,,,,,,
2010-03-31,,,,,,,,,,
2010-04-30,,,,,,,,,,
2010-05-31,,,,,,,,,,
2010-06-30,,,,,,,,,,
2010-07-30,,,,,,,,,,
2010-08-31,,,,,,,,,,
2010-09-30,,,,,,,,,,
2010-10-29,,,,,,,,,,
2010-11-30,,,,,,,,,,
2010-12-31,,,,,,,,,,
2011-01-31,,,,,,,,,,
2011-02-28,,,,,,,,,,
2011-03-31,,,,,,,,,,
2011-04-29,,,,,,,,,,
2011-05-31,,,,,,,,,,
2011-06-30,,,,,,,,,,
2011-07-29,,,,,,,,,,
2011-08-31,,,,,,,,,,
2011-09-30,,,,,,,,,,
2011-10-31,,,,,,,,,,
2011-11-30,,,,,,,,,,
2011-12-30,,,,,,,,,,
2012-01-31,,,,,,,,,,
2012-02-29,,,,,,,,,,
2012-03-30,,,,,,,,,,
2012-04-30,,,,,,,,,,
2012-05-31,,,,,,,,,,
2012-06-29,,,,,,,,,,
2012-07-31,,,,,,,,,,
2012-08-31,,,,,,,,,,
2012-09-28,,,,,,,,,,
2012-10-31,,,,,,,,,,
2012-11-30,,,,,,,,,,
2012-12-31,,,,,,,,,,
2013-01-31,,,,,,,,,,
2013-02-28,,,,,,,,,,
2013-03-29,,,,,,,,,,
2013-04-30,,,,,,,,,,
2013-05-31,,,,,,,,,,
2013-06-28,,,,,,,,,,
2013-07-31,,,,,,,,,,
2013-08-30,,,,,,,,,,
2013-09-30,,,,,,,,,,
2013-10-31,,,,,,,,,,
2013-11-29,,,,,,,,,,
2013-12-31,,,,,,,,,,
2014-01-31,,,,,,,,,,
2014-02-28,,,,,,,,,,
2014-03-31,,,,,,,,,,
2014-04-30,,,,,,,,,,
2014-05-30,,,,,,,,,,
2014-06-30,,,,,,,,,,
2014-07-31,,,,,,,,,,
2014-08-29,,,,,,,,,,
2014-09-30,,,,,,,,,,
2014-10-31,,,,,,,,,,
2014-11-28,,,,,,,,,,
2014-12-31,,,,,,,,,,
2015-01-30,,,,,,,,,,
2015-02-27,,,,,,,,,,
2015-03-31,,,,,,,,,,
2015-04-30,,,,,,,,,,
2015-05-29,,,,,,,,,,
2015-06-30,,,,,,,,,,
2015-07-31,,,,,,,,,,
2015-08-31,,,,,,,,,,
2015-09-30,,,,,,,,,,
2015-10-30,,,,,,,,,,
2015-11-30,,,,,,,,,,
2015-12-31,,,,,,,,,,
2016-01-29,,,,,,,,,,
2016-02-29,,,,,,,,,,
2016-03-31,,,,,,,,,,
2016-04-29,,,,,,,,,,
2016-05-31,,,,,,,,,,
2016-06-30,,,,,,,,,,
2016-07-29,,,,,,,,,,
2016-08-31,,,,,,,,,,
2016-09-30,,,,,,,,,,
2016-10-31,,,,,,,,,,
2016-11-30,,,,,,,,,,
2016-12-30,,,,,,,,,,
2017-01-31,,,,,,,,,,
2017-02-28,,,,,,,,,,
2017-03-31,,,,,,,,,,
2017-04-28,,,,,,,,,,
2017-05-31,,,,,,,,,,
2017-06-30,,,,,,,,,,
2017-07-31,,,,,,,,,,
2017-08-31,,,,,,,,,,
2017-09-29,,,,,,,,,,
2017-10-31,,,,,,,,,,
2017-11-30,,,,,,,,,,
2017-12-29,,,,,,,,,,
2018-01-31,,,,,,,,,,
2018-02-28,,,,,,,,,,
2018-03-30,,,,,,,,,,
2018-04-30,,,,,,,,,,
2018-05-31,,,,,,,,,,
2018-06-29,,,,,,,,,,
2018-07-31,,,,,,,,,,
2018-08-31,,,,,,,,,,
2018-09-28,,,,,,,,,,
2018-10-31,,,,,,,,,,
2018-11-30,-0.08254312721284222,0.002037527700663122,0.02290800911224622,0.008984329541774935,-0.12693917947693067,-0.05356627628574978,0.01889957482812384,-0.018999125311347898,-0.035724385896771405,0.03924287330077288
2018-12-31,-0.145323664071242,-0.08873102916413278,-0.14175347127077026,-0.13294927552727123,-0.12775900735300771,-0.05345857369672152,-0.11660260956575912,-0.19788344222468485,-0.05602126659225132,-0.06454450046708149
2019-01-31,0.08472487348598885,0.04041441394831469,0.15090476484030102,0.12078449902144765,0.07255836355001599,0.07798803271301802,0.15938364868200314,0.019870784801769736,0.07771548254433336,0.23629866181831094
2019-02-28,-0.022527317261849866,0.023548896158510524,0.040029583072487385,0.024814228629706465,0.0076962323731454285,-0.04481800436438238,-0.011643497854997076,0.018322762508808932,-0.06745233019293884,-0.02646731333913166
2019-03-29,0.01620342816175291,-0.010170442964715642,-0.027626361742841776,0.046827924087345596,0.005798614131222735,0.0008519628838223325,-0.03979791670341356,-0.0461894858039445,0.008214364739033087,-0.011075356278553198
2019-04-30,0.0435883488173513,0.10137213996233763,0.08235293168148028,0.09166331318526762,0.038539174802578235,0.016514137470775903,0.08182994496594964,0.1650411773924798,0.0058829476283259186,0.012462975074934102
2019-05-31,-0.04942573416520021,0.021651309882437575,-0.06601359010667285,-0.05359481645889497,-0.08493819225302013,-0.06278600653471539,-0.07404405332299953,-0.05158406208821542,-0.0668781233506755,-0.05068072711091942
2019-06-28,0.060807483499409086,0.003258970916913073,0.07196616775346192,0.08796897328477427,0.0332312519819305,0.04450388706631325,0.06145345604114897,0.0662412699843512,0.11015462349020666,0.13958167444745628
2019-07-31,0.02341815200623613,0.02335218900646774,0.01487854732138616,0.02453990213870531,0.013753239377778281,0.004045168690299972,0.022224402325374815,0.022512589806293337,0.005418333581401535,0.004005772845196838
