Date,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10
2003-10-31,,,,,,,,,,
2003-11-28,,,,,,,,,,
2003-12-31,,,,,,,,,,
2004-01-30,,,,,,,,,,
2004-02-27,,,,,,,,,,
2004-03-31,,,,,,,,,,
2004-04-30,,,,,,,,,,
2004-05-31,,,,,,,,,,
2004-06-30,,,,,,,,,,
2004-07-30,,,,,,,,,,
2004-08-31,,,,,,,,,,
2004-09-30,,,,,,,,,,
2004-10-29,,,,,,,,,,
2004-11-30,,,,,,,,,,
2004-12-31,,,,,,,,,,
2005-01-31,,,,,,,,,,
2005-02-28,,,,,,,,,,
2005-03-31,,,,,,,,,,
2005-04-29,,,,,,,,,,
2005-05-31,,,,,,,,,,
2005-06-30,,,,,,,,,,
2005-07-29,,,,,,,,,,
2005-08-31,,,,,,,,,,
2005-09-30,,,,,,,,,,
2005-10-31,,,,,,,,,,
2005-11-30,,,,,,,,,,
2005-12-30,,,,,,,,,,
2006-01-31,,,,,,,,,,
2006-02-28,,,,,,,,,,
2006-03-31,,,,,,,,,,
2006-04-28,,,,,,,,,,
2006-05-31,,,,,,,,,,
2006-06-30,,,,,,,,,,
2006-07-31,,,,,,,,,,
2006-08-31,,,,,,,,,,
2006-09-29,,,,,,,,,,
2006-10-31,,,,,,,,,,
2006-11-30,,,,,,,,,,
2006-12-29,,,,,,,,,,
2007-01-31,,,,,,,,,,
2007-02-28,,,,,,,,,,
2007-03-30,,,,,,,,,,
2007-04-30,,,,,,,,,,
2007-05-31,,,,,,,,,,
2007-06-29,,,,,,,,,,
2007-07-31,,,,,,,,,,
2007-08-31,,,,,,,,,,
2007-09-28,,,,,,,,,,
2007-10-31,,,,,,,,,,
2007-11-30,,,,,,,,,,
2007-12-31,,,,,,,,,,
2008-01-31,,,,,,,,,,
2008-02-29,,,,,,,,,,
2008-03-31,,,,,,,,,,
2008-04-30,,,,,,,,,,
2008-05-30,,,,,,,,,,
2008-06-30,,,,,,,,,,
2008-07-31,,,,,,,,,,
2008-08-29,,,,,,,,,,
2008-09-30,,,,,,,,,,
2008-10-31,,,,,,,,,,
2008-11-28,,,,,,,,,,
2008-12-31,,,,,,,,,,
2009-01-30,,,,,,,,,,
2009-02-27,,,,,,,,,,
2009-03-31,,,,,,,,,,
2009-04-30,,,,,,,,,,
2009-05-29,,,,,,,,,,
2009-06-30,,,,,,,,,,
2009-07-31,,,,,,,,,,
2009-08-31,,,,,,,,,,
2009-09-30,,,,,,,,,,
2009-10-30,,,,,,,,,,
2009-11-30,,,,,,,,,,
2009-12-31,,,,,,,,,,
2010-01-29,,,,,,,,,,
2010-02-26,,,,,,,,,,
2010-03-31,,,,,,,,,,
2010-04-30,,,,,,,,,,
2010-05-31,,,,,,,,,,
2010-06-30,,,,,,,,,,
2010-07-30,,,,,,,,,,
2010-08-31,,,,,,,,,,
2010-09-30,,,,,,,,,,
2010-10-29,,,,,,,,,,
2010-11-30,,,,,,,,,,
2010-12-31,,,,,,,,,,
2011-01-31,,,,,,,,,,
2011-02-28,,,,,,,,,,
2011-03-31,,,,,,,,,,
2011-04-29,,,,,,,,,,
2011-05-31,,,,,,,,,,
2011-06-30,,,,,,,,,,
2011-07-29,,,,,,,,,,
2011-08-31,,,,,,,,,,
2011-09-30,,,,,,,,,,
2011-10-31,,,,,,,,,,
2011-11-30,,,,,,,,,,
2011-12-30,,,,,,,,,,
2012-01-31,,,,,,,,,,
2012-02-29,,,,,,,,,,
2012-03-30,,,,,,,,,,
2012-04-30,,,,,,,,,,
2012-05-31,,,,,,,,,,
2012-06-29,,,,,,,,,,
2012-07-31,,,,,,,,,,
2012-08-31,,,,,,,,,,
2012-09-28,,,,,,,,,,
2012-10-31,,,,,,,,,,
2012-11-30,,,,,,,,,,
2012-12-31,,,,,,,,,,
2013-01-31,,,,,,,,,,
2013-02-28,,,,,,,,,,
2013-03-29,,,,,,,,,,
2013-04-30,,,,,,,,,,
2013-05-31,,,,,,,,,,
2013-06-28,,,,,,,,,,
2013-07-31,,,,,,,,,,
2013-08-30,,,,,,,,,,
2013-09-30,,,,,,,,,,
2013-10-31,,,,,,,,,,
2013-11-29,,,,,,,,,,
2013-12-31,,,,,,,,,,
2014-01-31,,,,,,,,,,
2014-02-28,,,,,,,,,,
2014-03-31,,,,,,,,,,
2014-04-30,,,,,,,,,,
2014-05-30,,,,,,,,,,
2014-06-30,,,,,,,,,,
2014-07-31,,,,,,,,,,
2014-08-29,,,,,,,,,,
2014-09-30,,,,,,,,,,
2014-10-31,,,,,,,,,,
2014-11-28,,,,,,,,,,
2014-12-31,,,,,,,,,,
2015-01-30,,,,,,,,,,
2015-02-27,,,,,,,,,,
2015-03-31,,,,,,,,,,
2015-04-30,,,,,,,,,,
2015-05-29,,,,,,,,,,
2015-06-30,,,,,,,,,,
2015-07-31,,,,,,,,,,
2015-08-31,,,,,,,,,,
2015-09-30,,,,,,,,,,
2015-10-30,,,,,,,,,,
2015-11-30,,,,,,,,,,
2015-12-31,,,,,,,,,,
2016-01-29,,,,,,,,,,
2016-02-29,0.013401607273337073,-0.016484774845655765,-0.017149109757400804,0.04025976267888513,0.0030548249611023204,0.05060401479703369,0.04111930634803679,0.04074183456065089,0.009944971903755503,0.05050027455725847
2016-03-31,0.11032569487257889,0.08353492909962164,0.08183601346236553,0.11096513923495743,0.08787907171281917,0.08798456455820663,0.08824539690852355,0.0868450568403883,0.09371943832576198,0.13383847965361093
2016-04-29,-0.00737738031089081,-0.005375497588719931,-0.004376694701557271,-0.05565279483210067,-0.02693330867561348,-0.039367782316443355,-0.034845782678542304,-0.02765992185687675,-0.03368215109225329,-0.07614571844176907
2016-05-31,0.09019553653743292,0.05513811310731863,0.030177399640318646,0.06290456292648741,0.06583968573864978,0.044824056438168114,0.00015764217991711313,0.05664213787181952,0.14688943439237045,0.07681962803466615
2016-06-30,-0.01567488122891436,-0.04752581349617644,0.0006623766147481058,-0.013479807253866808,-0.013455616609226098,0.011491994640942225,-0.021129484677328735,-0.01193943916658329,-0.017351382601148508,0.02837718630580688
2016-07-29,0.04804744168328295,0.03214463645169252,0.03781180142475101,0.06610193677933303,0.08840996034798902,0.07363247768903236,0.051030755331331744,0.049628984645922136,0.05380196671281171,0.11763299428524181
2016-08-31,0.02187913337654706,0.011397436665458357,-0.022005723470264717,0.02139790347728567,0.009791349554370044,0.04916031068170864,0.06824006031706815,0.0930833366990694,0.017295374457067778,0.07035438502679597
2016-09-30,0.002802813322038181,0.02341775854049623,-0.018932434136040455,-0.0032782441724482636,0.0029688065308802747,-0.011604522492735045,0.01622700094223926,0.04570400678294453,0.01670050769527759,0.10158125342572341
2016-10-31,-0.0036421242604981314,-0.00029718697721251946,0.004510054253134824,-0.03510006858014127,-0.01892614438167742,0.007296497683507874,0.022770823033995784,0.03238815699907732,0.0177287092153068,-0.025264231427174662
2016-11-30,0.040037619970023454,0.017599166719539594,0.05351959413192416,0.06901282886469222,0.061527875000161734,0.03231089732876711,3.883731851776299e-05,0.026222673767463074,0.03878240566475377,0.08372510981630214
2016-12-30,0.02362195617332013,0.0015073601540852761,0.04787081409592744,-0.0006355982488664055,0.0008660535810251899,0.02730517088094943,-0.009507237983200615,0.008594543688348924,0.0028082325427594887,0.004785293223766783
2017-01-31,0.05050464743383719,0.03403592243297308,0.026652671271676753,0.04990521875796117,0.04482897705057801,0.05552536870112009,0.009482038154875916,0.02797230980861226,0.030788316860428655,0.09876899443180913
2017-02-28,0.020355071628509597,0.06631550908810606,0.09804518657451478,0.10795493379500051,0.030550196472393654,0.05064512145302391,0.055108294173045524,0.10448707479154744,0.09691248722373613,0.030427951128284097
2017-03-31,0.05200406919981772,0.0160033647058417,-0.004488882476298528,0.016439643846127,0.007144946072366392,0.07755260629978344,0.0247780928768698,0.008285389942890686,-0.01778387873891387,0.01176647864365954
2017-04-28,0.005055712842055431,0.02441346056040648,0.016542154652092016,0.0468314518378374,0.02410247236671229,0.02648607583192882,0.01723252612270232,-0.0011007656093516363,-0.0018537931747613274,-0.007316057833892854
2017-05-31,0.10510116356982548,0.03115605962967229,0.07009970770283838,0.0993279925110456,0.05016299651158451,0.020361248851998377,0.029937177472419123,0.014170293604512005,0.04303435384009859,-0.02363097555088451
2017-06-30,-0.022402342512107418,-0.039675970838020234,-0.04237567432237494,-0.01820847292707532,-0.026980006163411382,0.0087707773359464,-0.0497039586953674,-0.013078937798860126,-0.04075660074756391,0.023484611328380724
2017-07-31,0.0648428216865434,0.05272022725556336,0.03686934684587855,0.020343545480484875,0.03829969308043023,0.06166084514783121,0.07713467686778275,-0.01037668125830099,0.03098054636688341,-0.012127078347203406
2017-08-31,0.03201784309558266,0.029071315032216938,0.07792083905593153,0.013667620380694098,0.013387105132907053,-0.00430136103145895,0.04318154083140694,-0.0036606500439134715,-0.004644418672269631,-0.007657280016129483
2017-09-29,-0.002206631980136312,0.07185391438965348,0.05638842849765529,0.035170510908652385,0.033164461684505264,0.022823352530371693,0.006360195326768421,0.011977337067272427,0.007881544698671047,0.030033141083200147
2017-10-31,0.07966229050229039,0.06808255326734988,0.07735720160784293,0.0639690834686132,0.0728845142971114,0.0627245078083364,0.06592983791078622,0.090646816285899,0.037848178230777574,0.031581083217829535
2017-11-30,-0.026746275691792967,-0.0026567832888755465,-0.001072842562129898,0.042748801338488795,0.013160042166209172,0.004763633523222344,0.03166176743069645,0.03716905614989336,0.01803239868782029,0.09410871392140992
2017-12-29,-0.0390731719522515,-0.01569413178073764,-0.010261562306653094,-0.01914173190249424,0.005810747855179448,-0.006324741509648883,0.0011180861481719928,0.009489856106602928,-0.0004653456692102857,0.026064939209442608
2018-01-31,0.1264788954875357,0.09948248952271767,0.0799320626466364,0.053320046007952086,0.12880152995500774,0.08679108820274554,0.09751119657301814,0.0574514799253751,0.059805007167754165,0.08193052395086539
2018-02-28,-0.01575647632707387,-0.005889093558095098,-0.03536765080758917,0.008124006700668833,0.027245752627326075,0.004399772495273624,-0.015996265284143916,0.05301033745882174,-0.011656596820304316,-0.044597501496055715
2018-03-30,-0.019734188212227406,-0.0036659426600781047,-0.018431240823545397,0.003422082461162062,-0.012918552156407455,0.0314551544733751,-0.009929909001433562,-0.03698488557949264,-0.01787262562139567,-0.04890519153181456
2018-04-30,-0.0073603118116886135,-0.01511025196603417,0.012160924340318938,-0.04455878643147567,0.0029518552566502993,-0.013651854255521364,0.0019885490724331927,-0.0036870692949236205,0.0351606908128842,-0.005822660452093707
2018-05-31,0.07492316421093072,0.09975882522236941,0.0676646939347175,0.07818387411695094,0.035414654237924226,0.0442696966668243,-0.04194619384257927,0.07275697937020865,0.04119874254228495,0.038303630451726196
2018-06-29,-0.037636329172511966,-0.0012533162017752517,-0.013707833683538324,-0.00811883148750836,-0.0011787718855761512,-0.016515339787432304,0.011632339933475946,0.015467827353363883,0.01810867032989773,-0.0021739721199896455
2018-07-31,-0.009661704896217316,0.013666597500594227,0.016688793030522824,-0.015325366841921127,0.045490090750336706,0.05340868974379111,0.03667175447379478,0.032578144595648915,0.023635209290470298,0.029404536042242708
2018-08-31,0.08775434666082212,0.06601039398164986,0.1439107113992418,0.08494276034830013,0.08209210691052715,0.050571273724791456,0.01474696125611351,0.03279331336604799,0.04449147298671864,0.036168939791709306
2018-09-28,-0.03169936322960901,-0.059135521192738995,0.0025020483929040055,0.06656879852358384,-0.03223255408426094,-0.01447391406887675,-0.012341590643980074,0.01610935764039939,0.040272857277836395,0.007189988323296458
2018-10-31,-0.13348509013711388,-0.144568247577804,-0.0570176915154507,-0.10268551193540654,-0.08476016168207809,-0.09189960255784417,-0.08015456770530692,-0.10530338368619602,-0.09295851173764035,-0.06695644659174611
2018-11-30,-0.023068999949513693,0.002271453686289179,0.002372202624641059,0.04111960777560636,0.05067997732613794,0.037377207604131546,0.05976897285609989,0.04810374122547638,-0.033977036847693376,0.03192525151872029
2018-12-31,-0.07208915802984162,-0.08773198314620365,-0.08875312564038275,-0.08472433117468066,-0.07281154546832794,-0.12146031573756788,-0.06926356180180081,-0.05913765781283544,-0.10077165728351604,-0.12674988245037153
2019-01-31,0.05831439048592925,0.15808313879808658,0.06627300156296405,0.10427317432225583,0.11891448963995195,0.10882024149384348,0.11365533941711113,0.06817267277048122,0.08484938026237489,0.15093288780475836
2019-02-28,0.0708099736478578,0.12731873456295045,0.07235596436801588,0.03976906448312399,0.08131237798250628,0.09324734100626586,0.061436333847902924,0.0591190827698761,0.073114767652754,0.03634891767352303
2019-03-29,0.03877178555140391,0.03632216697838569,0.028700253015213395,-0.015274128762659564,0.03325413971237057,0.008665105129213554,0.05604938535762332,0.021948451352204357,0.019243302531522653,0.018666614695028394
2019-04-30,0.05909680459219684,0.05576668957194675,0.06947999363461359,0.057472813732022,0.0304366660763169,0.06477162384817149,0.05043056713367692,0.12170510386433227,0.10606978763447072,0.0251477905199613
2019-05-31,-0.09144839094480556,-0.053439319430245845,-0.03390490101826719,-0.03626968141286737,-0.06512132076535875,-0.1061025304497758,-0.15811582520649753,-0.14491747884616926,-0.12340452938085779,-0.17693305665382533
2019-06-28,0.10103150951261597,0.04066534502692035,0.06831449497302364,0.07990617762360701,0.09495066576150125,0.1058736608630194,0.09520970307802507,0.14011901285875075,0.12686459469879033,0.1095712826438945
2019-07-31,0.014806324832552762,0.015449241806443942,0.012285623301644214,0.005203690232097528,0.00842300805133367,0.006819089208936273,0.0007440058173956908,0.020112552342664736,0.009432260862023787,0.01881726482219911
