Date,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10
2003-10-31,,,,,,,,,,
2003-11-28,,,,,,,,,,
2003-12-31,,,,,,,,,,
2004-01-30,,,,,,,,,,
2004-02-27,,,,,,,,,,
2004-03-31,,,,,,,,,,
2004-04-30,,,,,,,,,,
2004-05-31,,,,,,,,,,
2004-06-30,,,,,,,,,,
2004-07-30,,,,,,,,,,
2004-08-31,,,,,,,,,,
2004-09-30,,,,,,,,,,
2004-10-29,,,,,,,,,,
2004-11-30,,,,,,,,,,
2004-12-31,,,,,,,,,,
2005-01-31,,,,,,,,,,
2005-02-28,,,,,,,,,,
2005-03-31,,,,,,,,,,
2005-04-29,,,,,,,,,,
2005-05-31,,,,,,,,,,
2005-06-30,,,,,,,,,,
2005-07-29,,,,,,,,,,
2005-08-31,,,,,,,,,,
2005-09-30,,,,,,,,,,
2005-10-31,,,,,,,,,,
2005-11-30,,,,,,,,,,
2005-12-30,,,,,,,,,,
2006-01-31,,,,,,,,,,
2006-02-28,,,,,,,,,,
2006-03-31,,,,,,,,,,
2006-04-28,,,,,,,,,,
2006-05-31,,,,,,,,,,
2006-06-30,,,,,,,,,,
2006-07-31,,,,,,,,,,
2006-08-31,,,,,,,,,,
2006-09-29,,,,,,,,,,
2006-10-31,,,,,,,,,,
2006-11-30,,,,,,,,,,
2006-12-29,,,,,,,,,,
2007-01-31,,,,,,,,,,
2007-02-28,,,,,,,,,,
2007-03-30,,,,,,,,,,
2007-04-30,,,,,,,,,,
2007-05-31,,,,,,,,,,
2007-06-29,,,,,,,,,,
2007-07-31,,,,,,,,,,
2007-08-31,,,,,,,,,,
2007-09-28,,,,,,,,,,
2007-10-31,,,,,,,,,,
2007-11-30,,,,,,,,,,
2007-12-31,,,,,,,,,,
2008-01-31,,,,,,,,,,
2008-02-29,,,,,,,,,,
2008-03-31,,,,,,,,,,
2008-04-30,,,,,,,,,,
2008-05-30,,,,,,,,,,
2008-06-30,,,,,,,,,,
2008-07-31,,,,,,,,,,
2008-08-29,,,,,,,,,,
2008-09-30,,,,,,,,,,
2008-10-31,,,,,,,,,,
2008-11-28,,,,,,,,,,
2008-12-31,,,,,,,,,,
2009-01-30,,,,,,,,,,
2009-02-27,,,,,,,,,,
2009-03-31,,,,,,,,,,
2009-04-30,,,,,,,,,,
2009-05-29,,,,,,,,,,
2009-06-30,,,,,,,,,,
2009-07-31,,,,,,,,,,
2009-08-31,,,,,,,,,,
2009-09-30,,,,,,,,,,
2009-10-30,,,,,,,,,,
2009-11-30,,,,,,,,,,
2009-12-31,,,,,,,,,,
2010-01-29,,,,,,,,,,
2010-02-26,,,,,,,,,,
2010-03-31,,,,,,,,,,
2010-04-30,,,,,,,,,,
2010-05-31,,,,,,,,,,
2010-06-30,,,,,,,,,,
2010-07-30,,,,,,,,,,
2010-08-31,,,,,,,,,,
2010-09-30,,,,,,,,,,
2010-10-29,,,,,,,,,,
2010-11-30,,,,,,,,,,
2010-12-31,,,,,,,,,,
2011-01-31,,,,,,,,,,
2011-02-28,,,,,,,,,,
2011-03-31,,,,,,,,,,
2011-04-29,,,,,,,,,,
2011-05-31,,,,,,,,,,
2011-06-30,,,,,,,,,,
2011-07-29,,,,,,,,,,
2011-08-31,,,,,,,,,,
2011-09-30,,,,,,,,,,
2011-10-31,,,,,,,,,,
2011-11-30,,,,,,,,,,
2011-12-30,,,,,,,,,,
2012-01-31,,,,,,,,,,
2012-02-29,,,,,,,,,,
2012-03-30,,,,,,,,,,
2012-04-30,,,,,,,,,,
2012-05-31,,,,,,,,,,
2012-06-29,,,,,,,,,,
2012-07-31,,,,,,,,,,
2012-08-31,,,,,,,,,,
2012-09-28,,,,,,,,,,
2012-10-31,,,,,,,,,,
2012-11-30,,,,,,,,,,
2012-12-31,,,,,,,,,,
2013-01-31,,,,,,,,,,
2013-02-28,,,,,,,,,,
2013-03-29,,,,,,,,,,
2013-04-30,,,,,,,,,,
2013-05-31,,,,,,,,,,
2013-06-28,,,,,,,,,,
2013-07-31,,,,,,,,,,
2013-08-30,,,,,,,,,,
2013-09-30,,,,,,,,,,
2013-10-31,,,,,,,,,,
2013-11-29,,,,,,,,,,
2013-12-31,,,,,,,,,,
2014-01-31,,,,,,,,,,
2014-02-28,,,,,,,,,,
2014-03-31,,,,,,,,,,
2014-04-30,,,,,,,,,,
2014-05-30,,,,,,,,,,
2014-06-30,,,,,,,,,,
2014-07-31,,,,,,,,,,
2014-08-29,,,,,,,,,,
2014-09-30,,,,,,,,,,
2014-10-31,,,,,,,,,,
2014-11-28,,,,,,,,,,
2014-12-31,,,,,,,,,,
2015-01-30,,,,,,,,,,
2015-02-27,,,,,,,,,,
2015-03-31,,,,,,,,,,
2015-04-30,,,,,,,,,,
2015-05-29,,,,,,,,,,
2015-06-30,,,,,,,,,,
2015-07-31,,,,,,,,,,
2015-08-31,,,,,,,,,,
2015-09-30,,,,,,,,,,
2015-10-30,,,,,,,,,,
2015-11-30,,,,,,,,,,
2015-12-31,,,,,,,,,,
2016-01-29,,,,,,,,,,
2016-02-29,0.01840550572809685,0.07548306642586308,-0.03207887432239237,-0.016042410241013754,0.02084506154680177,0.06473565277016442,0.0020988277588228263,0.05375220417808505,-0.00824895818280432,0.006933376666552656
2016-03-31,0.03587309143310208,0.011216696199411014,0.01937907101378411,0.04834729088749364,0.03916517737347658,0.035311807199195355,0.060416965327813855,0.061289751676166494,0.06179976997177694,0.030623895688808817
2016-04-29,-0.015972890694241813,0.045903639609539915,-0.021519768825421504,0.016287676246845684,-0.04992614744336924,-0.006729482352044097,-0.05803076631302495,0.007440792109092542,-0.0015289551040991538,0.029131387964554906
2016-05-31,-0.0343774606125635,0.02903256386762565,-0.06384937621490216,0.049208827879071805,0.0035185705071394033,0.014653452910724063,0.019368046859146393,0.005451417416952098,-0.00433175290164071,0.04981717874396777
2016-06-30,0.07096567504372048,0.06133658471339972,0.04885345950718101,0.05026215408089607,0.08407083211523014,0.05272163583864568,0.07504994290082763,0.04639736615987711,0.05341940955451759,0.0855819393051016
2016-07-29,0.007943814620895023,-0.024228086423279966,0.0151967551213353,-0.006910004306695898,-0.029559306240407295,-0.004486782169950983,0.020393842875660668,-0.019426423438180684,0.005631982341324966,0.0007006952857621836
2016-08-31,0.00027933769936908104,0.0002747957984102767,-0.01754421254704172,0.00035418870778530787,-0.005999770794006709,-0.03886340058565496,-0.019852618859359888,0.0052195068693248565,-0.023279711272067516,-0.004642461402833383
2016-09-30,-0.018409403051745897,-0.07647503810790757,-0.02895419820797851,-0.02341954024185311,-0.01712702234362425,-0.01584428789351458,-0.01354250296398718,-0.038334760907523614,-0.07220876980575885,-0.00931016542706938
2016-10-31,-0.031050641257646144,-0.02606459462349886,0.01887026760731118,-0.04144254969945501,0.00014652601648949362,-0.01862670015778245,-0.01571261431297044,-0.009478261694325566,0.005289359223649333,0.03439113291431043
2016-11-30,-0.0972427779414313,-0.029551192532331516,-0.029022182411966153,-0.014966414572603096,-0.02575509484139186,-0.04367841766677383,-0.06178944870917339,-0.10230386156212108,-0.025956676305923576,0.02477848450859743
2016-12-30,0.0470351841112831,0.02806091707669059,0.04578552758958965,0.015176977527491697,0.040513393374059604,0.03929431470191499,-0.005765788567253997,0.04853299765403385,-0.015815093596528884,0.04195903612686306
2017-01-31,0.0035720197316940483,0.0076451180437366135,0.025910342040634138,0.02327508905638646,0.002866844169540528,0.003834586904516694,0.03856054067897382,0.01898541441862245,0.009737446999348198,-0.0019249697767918517
2017-02-28,0.003858137840954068,0.04560408684749132,0.04147614373351893,0.05652898424679048,0.06340826312460857,0.050460041011790135,0.10598164744246781,-0.00922504113571776,0.07111043497366316,-0.008369453663551213
2017-03-31,-0.014723796213721857,-0.014926061424638518,-0.0005693693040388729,-0.02887823820244732,-0.007044724620264231,-0.03663667552617922,0.0023734786604911575,0.002878656877401964,0.020372589170250605,-0.03330031469503367
2017-04-28,-0.005533120262016689,0.004275838356557676,-0.009342821566104942,-0.010142918541990934,0.013004188347583915,0.025922991583937332,0.033246450676124674,0.005797015364474263,0.019823396756916356,0.000148413985014334
2017-05-31,0.04766316751627042,0.02455890812707791,0.04933072084332254,-0.015572993356976261,0.04269595168401611,0.007552711086208641,-0.00949636654323586,-0.007691551747570154,0.04219276911152855,0.06461458545369803
2017-06-30,-0.04050536622240766,0.012534263475192117,-0.08563410254770494,-0.0352382577575849,-0.05311640911243931,0.01348816744649269,-0.0022361501771140566,-0.04269017442009663,-0.054061199282845696,-0.05607113975060979
2017-07-31,-0.004287531038929227,0.009645193587304257,0.0038298832979688133,-0.0038369707085379088,0.010681425855007717,0.026915930439807,0.012858817983301499,-0.015009928424357222,0.020589578323757223,0.05297522893052092
2017-08-31,0.003695530997768287,-0.019315465892694655,-0.040361694886162626,0.010687614003122384,0.017816189044616654,-0.007359851360352387,-0.022726666460460593,-0.06623553659685605,-0.018726327952712746,-0.08873316352460653
2017-09-29,-0.01901276602830453,-0.004990754518258089,0.003931911814431051,0.0318492357316403,-0.007637776345553811,0.03248604255153401,-0.01923965637118182,-0.03029653234430718,0.029537672231750783,-0.02185955792124697
2017-10-31,0.024057070754017484,-0.003316008016904348,-0.02177865054088816,-0.01516800588748842,0.022040479872831125,0.014800062972282091,-0.052248484149400864,0.006726889214381027,-0.0021495814896433187,-0.010536378342309194
2017-11-30,0.03225929130185348,0.09370460667147223,0.07594820546839531,0.03882040305890849,0.005208340825314295,0.07837240243137826,0.07467177422697728,0.07810696600853399,0.03859518436051027,0.1549611351468092
2017-12-29,0.034847864854579635,0.01649064286295106,0.07371175075601238,-0.00597073356580563,0.04588294664285112,-0.010942207569898832,0.016085059561549597,0.04294202634307687,0.018067603465563204,0.05307426926374406
2018-01-31,0.0288273518656941,0.002786440735810617,-0.02398305388142319,0.05222920041630089,-0.0341587808671087,0.023577983516967344,0.005050093411488765,0.004935018549483565,0.014534723731137289,0.026604483512663923
2018-02-28,-0.05766334615107985,-0.047043339783201264,-0.03845808004480692,-0.09525939732138085,-0.026111358853941558,-0.05752258576723109,-0.06929608182462177,-0.010819552774960902,-0.08983844308862443,-0.07462425762900399
2018-03-30,0.03390589966651508,-0.038363679078633285,0.016742459542044452,-0.012815046143540046,0.015106520434086298,-0.006547866691621403,-0.03168186118417633,0.05730076268376272,-0.044550404392298626,-0.015160611086690146
2018-04-30,0.009096501498629395,-0.022505709858325302,0.0006564148327743435,-0.0971629771742647,-0.07300682249666361,-0.06772783907694153,-0.014143586185137447,0.01134416292921366,-0.08290078168969224,-0.02717850662419158
2018-05-31,-0.020010791853824317,-0.007197648432166193,-0.007875821150612583,-0.014700480405847186,-0.06778921089976883,-0.013423107595834233,-0.019631692629049846,0.029987224627743208,-0.016967329994305724,-0.09302774783511011
2018-06-29,-0.03934953943039268,0.05965787245328139,0.05653233892571367,0.11824414711560616,0.04911439768252006,0.04704675337503572,0.021000275705839733,0.045287985706580804,0.0721253982949835,0.11389804464037923
2018-07-31,0.008477189355197784,0.020514554861125595,-0.01734971827624887,0.02657070333583696,0.027367417042246156,0.03483264784135581,0.05669469160715146,0.012176039914053138,0.08029373667289692,0.0033493610754261605
2018-08-31,0.021186918852316577,0.05280594812402176,0.010921502822336171,0.047102652931055054,0.06179120855686998,0.0035729711437600953,0.01378827215001425,-0.054259096560898334,-0.018529926893775122,-0.008937373508532825
2018-09-28,0.00018326629984899423,0.004562729613307466,0.01264705274733143,-0.006725463452555869,-0.008622663483003667,-0.018158850996422088,0.03496271038583698,0.0033761980363223496,-0.0037656996375968386,-0.034149691792190795
2018-10-31,0.04014195310459612,-0.0024902271721616667,-0.048952197271223165,0.0352530078452481,0.008982326559422077,-0.02703291675985083,-0.04370235978134681,0.06797475555989589,-0.015963690148868632,0.04081685275367619
2018-11-30,0.020139440204558823,-0.01718070160237965,0.05101585512821701,0.06061817906561332,0.0392662821943989,0.01566039810749172,0.009652752842627713,-0.0021047934303978777,-0.0872331792923548,-0.00270582843048775
2018-12-31,-0.0745997250350671,-0.04512844176287748,-0.07456678513675759,-0.04835754621654653,-0.14064417597748394,-0.10230737091482034,-0.17970305148583784,-0.12110147429962821,-0.07580570425867868,-0.13556067438578154
2019-01-31,-0.011843427058946698,0.009183001862462495,0.04705571168449504,0.00624873112343997,0.09228828597572214,0.05757568204928143,0.07052162213743046,0.06955758521826111,0.12072030227931714,0.11424489024710671
2019-02-28,0.026238289104821094,0.007333563604990527,0.057681032175191604,0.029708919100871405,0.029461068490354857,-0.006133946748497839,0.05849367430810548,0.038872968525332986,0.17074076106335254,-0.047493250904194956
2019-03-29,0.08205751219757373,0.03779937400167077,0.006922548980667946,0.05680852943361092,-0.04273064703530363,-0.014840284394689096,0.049002253444763166,0.10800974095201739,0.07314333508652693,0.045698448705612876
2019-04-30,-0.022537206807761417,0.025299440391435207,0.04034609770375094,0.037752931141122735,0.004923689439974455,0.03368788247041884,0.09810426279156788,0.06721428737247444,-0.004115103618830163,0.0393141512972132
2019-05-31,-0.020159526113356946,-0.05429770968687986,-0.029063604869588006,0.02722369050735335,-0.06153373546401353,-0.04019739701456256,-0.05639705680849799,-0.04951182018556688,-0.11237457884090736,-0.05353857598836534
2019-06-28,0.026791480088806052,0.05414396791622241,0.04383029374961689,0.054697123809043756,0.044699708105432445,0.014720720329795878,0.05073814528477194,0.06837482126521548,0.07307719227364207,0.054415688803716195
2019-07-31,0.02639596212046813,0.020403063701010193,0.020377636259665488,0.03150469319864365,0.024120036229741126,0.01382727698966805,0.021203368888211466,0.036012864193043136,0.022237547487947335,-0.014395908499663407
