Date,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10
2003-10-31,,,,,,,,,,
2003-11-28,,,,,,,,,,
2003-12-31,,,,,,,,,,
2004-01-30,,,,,,,,,,
2004-02-27,,,,,,,,,,
2004-03-31,,,,,,,,,,
2004-04-30,,,,,,,,,,
2004-05-31,,,,,,,,,,
2004-06-30,,,,,,,,,,
2004-07-30,,,,,,,,,,
2004-08-31,,,,,,,,,,
2004-09-30,,,,,,,,,,
2004-10-29,,,,,,,,,,
2004-11-30,,,,,,,,,,
2004-12-31,,,,,,,,,,
2005-01-31,,,,,,,,,,
2005-02-28,,,,,,,,,,
2005-03-31,,,,,,,,,,
2005-04-29,,,,,,,,,,
2005-05-31,,,,,,,,,,
2005-06-30,,,,,,,,,,
2005-07-29,,,,,,,,,,
2005-08-31,,,,,,,,,,
2005-09-30,,,,,,,,,,
2005-10-31,,,,,,,,,,
2005-11-30,,,,,,,,,,
2005-12-30,,,,,,,,,,
2006-01-31,,,,,,,,,,
2006-02-28,,,,,,,,,,
2006-03-31,,,,,,,,,,
2006-04-28,,,,,,,,,,
2006-05-31,,,,,,,,,,
2006-06-30,,,,,,,,,,
2006-07-31,,,,,,,,,,
2006-08-31,,,,,,,,,,
2006-09-29,,,,,,,,,,
2006-10-31,,,,,,,,,,
2006-11-30,,,,,,,,,,
2006-12-29,,,,,,,,,,
2007-01-31,,,,,,,,,,
2007-02-28,,,,,,,,,,
2007-03-30,,,,,,,,,,
2007-04-30,,,,,,,,,,
2007-05-31,,,,,,,,,,
2007-06-29,,,,,,,,,,
2007-07-31,,,,,,,,,,
2007-08-31,,,,,,,,,,
2007-09-28,,,,,,,,,,
2007-10-31,,,,,,,,,,
2007-11-30,,,,,,,,,,
2007-12-31,,,,,,,,,,
2008-01-31,,,,,,,,,,
2008-02-29,,,,,,,,,,
2008-03-31,,,,,,,,,,
2008-04-30,,,,,,,,,,
2008-05-30,,,,,,,,,,
2008-06-30,,,,,,,,,,
2008-07-31,,,,,,,,,,
2008-08-29,,,,,,,,,,
2008-09-30,,,,,,,,,,
2008-10-31,,,,,,,,,,
2008-11-28,,,,,,,,,,
2008-12-31,,,,,,,,,,
2009-01-30,,,,,,,,,,
2009-02-27,,,,,,,,,,
2009-03-31,,,,,,,,,,
2009-04-30,,,,,,,,,,
2009-05-29,,,,,,,,,,
2009-06-30,,,,,,,,,,
2009-07-31,,,,,,,,,,
2009-08-31,,,,,,,,,,
2009-09-30,,,,,,,,,,
2009-10-30,,,,,,,,,,
2009-11-30,,,,,,,,,,
2009-12-31,,,,,,,,,,
2010-01-29,,,,,,,,,,
2010-02-26,,,,,,,,,,
2010-03-31,,,,,,,,,,
2010-04-30,,,,,,,,,,
2010-05-31,,,,,,,,,,
2010-06-30,,,,,,,,,,
2010-07-30,,,,,,,,,,
2010-08-31,,,,,,,,,,
2010-09-30,,,,,,,,,,
2010-10-29,,,,,,,,,,
2010-11-30,,,,,,,,,,
2010-12-31,,,,,,,,,,
2011-01-31,,,,,,,,,,
2011-02-28,,,,,,,,,,
2011-03-31,,,,,,,,,,
2011-04-29,,,,,,,,,,
2011-05-31,,,,,,,,,,
2011-06-30,,,,,,,,,,
2011-07-29,,,,,,,,,,
2011-08-31,,,,,,,,,,
2011-09-30,,,,,,,,,,
2011-10-31,,,,,,,,,,
2011-11-30,,,,,,,,,,
2011-12-30,,,,,,,,,,
2012-01-31,,,,,,,,,,
2012-02-29,,,,,,,,,,
2012-03-30,,,,,,,,,,
2012-04-30,,,,,,,,,,
2012-05-31,,,,,,,,,,
2012-06-29,,,,,,,,,,
2012-07-31,,,,,,,,,,
2012-08-31,,,,,,,,,,
2012-09-28,,,,,,,,,,
2012-10-31,,,,,,,,,,
2012-11-30,,,,,,,,,,
2012-12-31,,,,,,,,,,
2013-01-31,,,,,,,,,,
2013-02-28,,,,,,,,,,
2013-03-29,,,,,,,,,,
2013-04-30,,,,,,,,,,
2013-05-31,,,,,,,,,,
2013-06-28,,,,,,,,,,
2013-07-31,,,,,,,,,,
2013-08-30,,,,,,,,,,
2013-09-30,,,,,,,,,,
2013-10-31,,,,,,,,,,
2013-11-29,,,,,,,,,,
2013-12-31,,,,,,,,,,
2014-01-31,,,,,,,,,,
2014-02-28,,,,,,,,,,
2014-03-31,,,,,,,,,,
2014-04-30,,,,,,,,,,
2014-05-30,,,,,,,,,,
2014-06-30,,,,,,,,,,
2014-07-31,,,,,,,,,,
2014-08-29,,,,,,,,,,
2014-09-30,,,,,,,,,,
2014-10-31,,,,,,,,,,
2014-11-28,,,,,,,,,,
2014-12-31,,,,,,,,,,
2015-01-30,,,,,,,,,,
2015-02-27,,,,,,,,,,
2015-03-31,,,,,,,,,,
2015-04-30,,,,,,,,,,
2015-05-29,,,,,,,,,,
2015-06-30,,,,,,,,,,
2015-07-31,,,,,,,,,,
2015-08-31,,,,,,,,,,
2015-09-30,,,,,,,,,,
2015-10-30,,,,,,,,,,
2015-11-30,,,,,,,,,,
2015-12-31,,,,,,,,,,
2016-01-29,,,,,,,,,,
2016-02-29,-0.022808674135710565,-0.07640726738094043,-0.03395387706214115,-0.0606566330002587,-0.04583747354735427,-0.043710937547323435,-0.0431553764128067,-0.058261091455146276,-0.1416645166887737,-0.029139972242258172
2016-03-31,0.0645749153268785,0.07986420145953854,0.12488662879154273,0.09221266463192457,0.15364780618202714,0.08995581692205505,0.15286724994818357,0.13994935358623586,0.23148824491573938,0.17208226470066418
2016-04-29,0.0998197012477983,-0.020944558961870603,0.13185586890628098,0.13462716363319727,0.1138747441195825,0.09459385887596301,0.07239244414072488,0.15932250275671764,0.12198393250962873,0.24508713618783773
2016-05-31,0.004874890047819232,-0.019517894797462798,-0.009965719105039997,-0.009466626527141975,0.00099120078612062,-0.017014219500073906,-0.08525461619780367,0.00369031261074082,-0.028260622674862883,0.038250898526629586
2016-06-30,-0.005348029521914562,0.04169628609697965,0.04060853358731727,0.08542054828038115,-0.001477337364204782,-0.019037543590005868,0.0027897416652343243,0.036050553464317625,0.021489046139917495,0.015274430168713549
2016-07-29,-0.004997831804236556,-0.03836243359671528,-0.047969825969446024,-0.03399227662489882,0.0018051861181217488,0.015729581500702843,0.025096516684532055,0.002255592241806026,-0.09127527926581136,0.046323145481741955
2016-08-31,-0.01738392761239871,0.08128135048364593,0.021621242411721104,0.0571192557376049,0.07841096682765743,-0.01915778768908849,0.12436548054866325,0.027572515482037763,0.05503202019227538,0.05946353984704459
2016-09-30,0.13938921966185172,0.018765172130038366,0.042487173370751696,0.02268286989973861,0.11353496106675871,0.069209782527983,-0.020005518690271118,0.051358613864164925,-0.020284142347121503,0.031969555409182004
2016-10-31,-0.045248411426004075,-0.06394880065147242,-0.08504523639428252,-0.08645814504744836,-0.05828861384319458,-0.0774509632118433,-0.05381445404265006,0.01105395178902365,-0.037791635192123064,0.07457789405021072
2016-11-30,0.1788068412279665,0.062318484553192256,0.14810264105054868,0.12499838237911753,0.18969514432251167,0.12511775691011384,0.11177016540468176,0.07285296081094546,0.08606263833780321,0.09238257657560589
2016-12-30,0.0028266844011456036,0.005659291342299626,-0.0468569052798824,0.001851859581905313,0.018166991064498372,-0.02711744067974679,0.08293507318805338,0.01578137763394853,0.063848254019917,0.04606840321451248
2017-01-31,-0.02652553397243292,-0.005630793715586058,0.026096801190012564,-0.030395122777965928,0.00857023093732076,-0.11568915682550174,-0.0672860393342935,-0.03244051328858788,-0.06054369054652139,-0.027113396397065375
2017-02-28,-0.03558468728920191,-0.019137329027971235,-0.042782460529657285,-0.038385243586459894,-0.029442428363546908,0.006299715537263273,-0.015051827624406156,-0.009216080704396168,-0.032245102060361165,-0.02954113796658116
2017-03-31,-0.031338440712520864,0.0006358478146908005,-0.015062069241507473,0.01792576067544599,-0.013045780830216236,-0.00045789317732451246,-0.03885306938694738,-0.011688096286400182,-0.024279905467021596,0.026232295841168818
2017-04-28,-0.02836591180874881,-0.06442819463931344,-0.04449922695313269,-0.02277097088858593,-0.0789063447057509,-0.04169143617437069,-0.059625792995328164,-0.01982169499810286,-0.009382631389196336,-0.020379002174795602
2017-05-31,-0.032841764994900574,-0.1307267085031742,-0.0659712765827738,-0.09236597196516783,-0.06112663728128206,-0.05767349657412901,-0.05085440224392995,-0.032637656890704636,-0.07386093135730787,-0.027354969678724455
2017-06-30,0.02889440221781403,0.06969886663392622,0.011808892398895784,0.07578001829629188,0.012551342190644244,-0.08403293462009986,-0.002956074573696806,-0.040075922996225255,-0.06567949972746494,-2.4657586987812213e-05
2017-07-31,0.05731095739663824,0.04484048281951014,0.030537547575357343,0.07231417019482467,0.007867000991650663,0.01211456232622495,0.035471499456815936,-0.01326882847066313,0.037818706461208995,0.02639433388810819
2017-08-31,-0.012840961543573911,-0.032758563388909555,0.023373941097186008,-0.049709491833447694,-0.07120465020932361,-0.13484548236872168,-0.08176187097518628,-0.09519774049302998,-0.17209436598813854,-0.04134927890288087
2017-09-29,0.046419351648765726,0.08034708576446259,0.12942000969239084,0.10613615697288692,0.08606659314797704,0.13142798487343313,0.18291345368899026,0.1770318001370743,0.16503613954887073,0.1749374108026768
2017-10-31,0.04208455721460247,-0.012258307121307524,-0.003215574741401328,-0.010902331305964685,0.04455201315326426,-0.0032532185007768666,-0.02139690088664442,-0.05622692238105783,-0.009512323039121454,0.011861102643517992
2017-11-30,0.07360751711748155,0.10146019000652877,0.018807586476677723,0.013926519041541408,0.016992819437284645,-0.018736138693825954,-0.020216259658989766,0.02505770673479883,0.04735202694564089,0.004227536742088571
2017-12-29,0.03272533973470685,0.08570726875209338,0.055060439529631765,0.1048026401780795,0.07303772173016587,0.06254360232742202,0.07609907359636503,0.06705413768213082,0.08544365784210879,0.11615500016584564
2018-01-31,0.010130928800728153,0.010473081846449572,-0.003750038283904041,-0.0029885356044195843,0.038204859322223915,0.09113220226887031,0.07450819617917315,0.034204516942368667,0.06097232510147327,0.06960512518977269
2018-02-28,-0.08681323638967431,-0.1161189845003755,-0.05255307693182648,-0.17087693179191388,-0.0930244193956042,-0.10125973922954228,-0.0832921229462244,-0.09253160738842914,-0.08504733619268112,-0.11978230078349572
2018-03-30,0.05455397908594173,0.09443207135091473,0.04400403285585219,0.0382488657763288,0.03906513009216798,0.007186712890846343,0.06796582765526671,0.0033027333740089926,0.00748166872241296,-0.012275366831867104
2018-04-30,0.1541650151675614,0.055253638894220115,0.12252887741230256,0.13741591627421057,0.12060880788454553,0.11297908884384633,0.05559801025896253,0.11482740203557558,0.045145257359570014,0.14485543460091588
2018-05-31,0.14630679852954356,-0.020794306509504756,0.02908795857959264,0.04675790201567472,-0.01435692943838159,0.0037602349697765103,0.0683625793737929,0.03465820371661066,-0.014165083914342532,0.020313057034359334
2018-06-29,-0.05528032614403625,-0.028577711640181563,0.012761702510888854,-0.01816036125771603,-0.008510195571501233,0.08037087630333417,-0.0005535936208401019,0.019968385738200773,0.08089624969964643,0.0408238648578193
2018-07-31,0.052120307458867865,0.0684647092520309,0.04632722051878635,0.004285066717772364,0.027545434859935918,-0.0029239889138853816,0.029014085508742998,0.01130954148394231,-0.012616436381616839,0.028029380223216844
2018-08-31,-0.049229014851540596,-0.05110860592427994,-0.0004548664986440132,-0.056158473198094826,-0.04475835309859385,-0.04387085450528505,-0.006888680648285517,-0.05904873088671877,-0.023477211615179128,-0.04344995705123408
2018-09-28,-0.021147966791229655,0.00929127263110699,0.0055363036202813465,0.05281466146617153,0.002572249543197606,0.04280970044405297,0.0563410301080168,0.029254981971652477,-0.00022172743409191545,0.03522297185303266
2018-10-31,-0.13919041496554485,-0.14605067905449998,-0.1012997209217477,-0.16020017042058268,-0.20785420240617405,-0.09156740808720276,-0.15561906626493557,-0.10863658242562735,-0.11136894710997136,-0.07111233731707674
2018-11-30,-0.07757514245163814,-0.08224767566028594,-0.01325769987544508,-0.0780559486897543,-0.05212579043734481,-0.004345421490155654,-0.0615679798940549,-0.04826344113224218,-0.022766758593968595,-0.006261755744033278
2018-12-31,-0.14147203500264963,-0.18182138689858443,-0.13188477588815517,-0.11091860386972378,-0.1844103509485662,-0.1473066547824506,-0.11073438640349142,-0.10449704221462301,-0.17990518891068222,-0.17006723244717792
2019-01-31,0.13835823433307026,0.12220715370222646,0.16026483312722442,0.17414239929595499,0.16060219380927002,0.12728533552626242,0.14989378794413355,0.14507185353592233,0.13647247977873267,0.19259634340364426
2019-02-28,0.02210606529866066,0.006893713602009892,0.00831785850911245,-0.013564662147148207,0.009144842303574818,0.010968680199307856,0.0003233761365899479,-0.05055969320893705,0.014239393563606928,-0.008160851151723677
2019-03-29,0.043738532838018096,0.06067171483634681,-0.0012367090086750447,0.016950059372928445,0.0013518580515695655,-0.02502258964305154,-0.00010713172188270281,0.02770615862866536,0.062039128035852396,0.05205048906044407
2019-04-30,-0.005882812346882926,-0.028668324004035146,0.0189127798744055,-0.018481920602337554,0.018815234296696293,-0.0032122958401764046,-0.01611974177020198,-0.007363935033712687,0.009843307551964497,0.247171935636471
2019-05-31,-0.033934652734804595,-0.06919073920492613,-0.09729914142922202,-0.14495558940721134,-0.1893063881800765,-0.19311047114731744,-0.14711265826426098,-0.20180913838997316,-0.18329063358790246,-0.15658310245424747
2019-06-28,0.06859389885942531,0.05122559552789748,0.05508760490056197,0.14392417699406446,0.09520434680582139,0.16386187481719805,0.14182324534548116,0.08424989190234555,0.16488752180755306,0.0944618212000025
2019-07-31,0.010807616363320541,-8.470769178203774e-05,-0.012405637129248137,-0.04172982349066723,-0.016412317322727188,-0.03801469425343723,-0.018376705310012204,-0.029451064218617373,-0.035890947487425016,-0.014819214833769542
